,id,cxsmiles
6028,6028,C1=NN(C(=C1Cl)[C@@H](C(=O)O)N)O |$;E;;;;;;;;;;$|
6029,6029,C(C(Cl)(Cl)Cl)(O)P(O)O |$;;;;;;;;L1$|
6030,6030,C(C(CO)Br)N |$L4;;;;;$|
6031,6031,"CC1=C(C=C(C=C1)O)[O-].CN(C)C(=O)NS(C)(=O)=O |$;;;;;;;;A2;;;;;;;;;;$,m:9:1.6.5.4.3.2|"
6032,6032,"C1CCC(C1)(C[NH3+])O.COP(O)O |$;;;;;;;;;;;;$,m:8:0.1.2.3.4|"
6033,6033,"CC1=C(C(=O)C=CO1)O.COC(C)O |$;;;;;;;;;;;;;$,m:9:1.7.6.5.3.2|"
6034,6034,"C1=C(SC(=C1OC(=O)O)Cl)Cl.CC |$;;;J;;;;L9;;;;;R$,m:11:0.1.2.3.4|"
6035,6035,CC(C)C1=C(C=CC(=C1)CBr)O |$;;E3;;;;;;;;;$|
6036,6036,"C1=CSC2=CC(=C(C(=C21)Br)CO)I.CON=C(C)N |$;;;;;;;;;;;;;;;;;;$,m:13:4.5.6.7.8.3|"
6037,6037,"C1CCC(C1)(CO)N=C(N)[O-].CC |$;;;;U0;;;;;;;;R$,m:11:0.1.2.3.4,Sg:n:2:z:ht|"
6038,6038,CC(C1=C(C(=C(C(=C1Cl)F)Br)F)F)O |$;;T;;;;Y9;;;;;;;$|
6039,6039,"CNC1=C(C=C(C=C1)Cl)CC(=O)O.CN=NC(C)=NC |$;;;;;J;;;;Y0;;;;;;;;;;$,m:13:2.7.6.5.4.3,Sg:n:8:x:ht|"
6040,6040,"CC(=O)C1=C(C(=O)C=CO1)O.CC |$;;;;;;;K3;;;;;M$,m:11:3.9.8.7.5.4|"
6041,6041,CC(C(C)OC1(CCSCC1)C#N)O |$;;;U;;;;;;;;;;$|
6042,6042,C/C(=C/CCl)/CO |$Z7;;;;;;$|
6043,6043,"CC1=CC=C(C=C1)O.CSC(=N)N(C)C |$;;;E;;;;;;;;;;;$,m:8:1.6.5.4.3.2|"
6044,6044,"CC(C)CC(C)(C1=C(N=CS1)Br)O.CN=S(C)(=O)N(C)C |$;;;;;A;;;;;;;;;;;;;;;$,m:13:6.7.8.9.10|"
6045,6045,C[C@@](CC(=O)O)(C(C)(C)C)N |$J;;;;;;;;;;$|
6046,6046,"C1=CC=C2C=C(C(=CC2=C1)O)I.CC.CC |$;;;;;;;;;;;;;R3;;R56$,m:12:0.9.8.3.2.1,m:14:4.5.6.7.8.3|"
6047,6047,"C1C=C[C@H]([C@@H]2C[C@H]1C=CC=C2)O.COP.CP(C)(N)=O |$;;;;;;;;;;;;;;;;;;;$,m:12:0.1.2.3.4.5.6,m:15:5.4.10.9.8.7.6|"
6048,6048,CN(C)CC(O)Cl |$;;;W9;A;;$|
6049,6049,"C1=CC=C([C-]=C1)CC(O)O.COC(=O)C(=O)O |$;;;;;;;;;;;;;;;;$,m:10:0.5.4.3.2.1|"
6050,6050,"CC1CCCCC1C(=O)O.CC |$;;;;Q;;;;;;;A$,m:10:1.6.5.4.3.2,Sg:n:5:f:ht|"
6051,6051,CC1=CN=C(C=C1SC(C)(C)CO)Cl |$;;;;;;;;;;L8;;;$|
6052,6052,"C[C@]1([C@@H](CC[C@H]([C@@H]1O)O)[N+](=O)[O-])O.CC |$G;;;Y1;;;;;;;;;;;E31$,m:13:1.6.5.4.3.2,Sg:n:0:Z:ht|"
6053,6053,"C[C@]12CC[C@@H]([C@]1(CC(C2=O)(C)C)O)C=O.CC.CNNC(=O)N(C)C |$;G1;;;;;;;;;;;M;;;;R69;;;;;;;;$,m:15:2.1.5.4.3,m:17:6.5.1.8.7|"
6054,6054,"C1C(S1)CO.CC |$;;;;;;Y3$,m:5:0.1.2|"
6055,6055,"CC1=C2CCCCC2=C(CC1)O.CS[N+](=O)[O-] |$;;;;;;;;;;X;W;;;;;$,m:12:3.4.5.6.7.2|"
6056,6056,"CC(=O)[C@@H](CO)C1=CC=CC=C1.COSN |$;;;;;;;;;;;;;;;$,m:12:6.11.10.9.8.7|"
6057,6057,"CC1(CCCN1CCO)C.CC |$;D3;;;;;;;;J1;;R$,m:10:1.2.3.4.5|"
6058,6058,"C[C@@H](O)S(=O)(=O)C1=CC(=CC(=C1)Cl)Cl.CC |$;M;;;;;;;;;;L;;;;T$,m:14:6.11.10.9.8.7|"
6059,6059,"COCC(O)(OC)OC |$;;;;;;;;$,Sg:n:5:m:ht|"
6060,6060,C(C(C(=O)O)N)S |$;;;;;;M1$|
6061,6061,"C1CCC(C(CC1)F)C(=O)O.CNC(=N)NC |$;;;L;;;;;;;;;;;;;$,m:11:0.1.2.3.4.5.6|"
6062,6062,C1=CC(=C(C(=C1)Cl)C(CO)N)N |$;;U;K;Q4;;;;;;;$|
6063,6063,"CC(C)[C@@H]1C[C@H](CCO1)O.CC |$;;;;;;;;X8;;;U37$,m:10:3.8.7.6.5.4,Sg:n:8:M:ht|"
6064,6064,C1C=CC(=C(C1Cl)O)F |$;;Z;;;;;T;U8$|
6065,6065,C1=CC(=C(C(=C1)O)S(=O)(=O)N)CN |$G0;;;K1;;;;;;J5;;;A8$|
6066,6066,CC(C)(C)N1C2CCC1(COC2)C(=O)O |$;;;;;;;;;;Z8;;;;$|
6067,6067,"C1=CSC2=CC(=C(C(=C21)CCl)O)I.CC=NC(=S)NC |$;V9;;M8;;;;;;;U;;;;;;;;;$,m:13:4.5.6.7.8.3|"
6068,6068,C[C@]12CC[C@H]3[C@]1(C[S@](=O)[C@]2(C3)C(=O)O)C |$;;;;;M;Q;;;;B2;Z5;;;$|
6069,6069,"CC(C)(C)C(C1=CN=CN=C1)O.CC(C)=N |$;;;;;;;;;;;;;;;$,m:12:5.10.9.8.7.6|"
6070,6070,"C1=C2C(=N1)C(=N2)C(=O)O.CC.CN=C(N)NS(C)(=O)=O |$;E;;;;;;;;;E7;;;;;;;;;$,m:9:0.3.2.1,m:11:4.5.1.2|"
6071,6071,CC(C)(C(N)O)NC(C)(C)O |$;Y8;;;;;;;;;$|
6072,6072,CC(C(C)(C)N1C(=O)CNC1=O)O |$;;;;;X;;;Y4;;;;$|
6073,6073,"C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)O.CC(=O)N(C(C)=O)N(C)C |$;;J;;;;;;;;;;;;;;;;;;;;;;$,m:15:2.7.6.5.4.3|"
6074,6074,"CN1CCC(C1)(C(F)(F)F)O.CC |$;;;;;T;;;;;;;J87$,m:11:1.2.3.4.5|"
6075,6075,CN[C@@H]1CC[C@H](C1)C(=O)O |$;;;;;;X0;;;$|
6076,6076,"NCCC(O)c1cccc(Br)c1.CC(=N)C=N |$;;;;;;;;J;;;;;;;;$,m:12:5.11.9.8.7.6,Sg:n:1,2:G:ht|"
6077,6077,"C1COC[C@@H](N1)CO |$;;;;;;;$,Sg:n:2:v:ht|"
6078,6078,"C1C=CC(=CC1(O)Cl)N.CNP(=O)(NC)OC |$;;;E;;;;;;;;;;;;;$,m:9:0.5.4.3.2.1|"
6079,6079,"CC(NC1(CCNC1)C)O.CC |$;;;;;;Z;;;;;R$,m:10:3.4.5.6.7|"
6080,6080,"CC1CCC(C(C1)OC(C)(O)O)C(C)C.CC |$;;;;;;;;;M4;;;;;;;R19$,m:15:1.6.5.4.3.2|"
6081,6081,"COC1CCCC(C1Cl)O.CC(=O)OC=O |$;;;;;;;;;;;;;;;$,m:10:2.7.6.5.4.3|"
6082,6082,"C1(C(C(=O)C(=O)C1=O)O)O.CC |$D4;;;;;;V;;;;;Y$,m:10:0.1.2.4.6|"
6083,6083,"CC1=CC(=C(C(=I1)C)O)C.COC(O)O |$;;;;;;;;;;;;;;$,m:10:1.6.5.4.3.2|"
6084,6084,"C1CCC2=C(C1)C[C@@H]([C@H](C2)O)O.CC |$A5;;;;;;;;;;;;;M47$,m:12:0.5.4.3.2.1,Sg:n:6:D:ht,Sg:n:10:b:ht|"
6085,6085,"C=CCC1(SCCCS1)C(=O)O |$B;;;;;;Z4;;;;;$,Sg:n:11:d:ht|"
6086,6086,"COC1CC2CCCC2CC1O.CC |$Q9;;;;;;L0;;;;;;;Y96$,m:12:5.4.8.7.6|"
6087,6087,"C1CCC([C@H](C1)C(=O)N)O |$;;;;;;;;;$,Sg:n:1:E:ht,Sg:n:8:Y:ht|"
6088,6088,"CC(=O)C1CSCC1O.CSOO |$;;;;;;;;Q;;;;$,m:9:3.4.5.6.7|"
6089,6089,"CC1CC2=C(C1CC(=O)O)C=CO2.CC.CN=C(N)NNC |$;J;;;;;;;;;;;;;W;;;;;;;$,m:13:1.2.3.4.5,m:15:10.4.3.12.11|"
6090,6090,"CC1(C2C1C(NC(=O)C2C(C)(C)C)O)C.CC(C)=NC(C)=NN(C)C.CC |$;Q1;;;;;;M;;;;;;;G7;;;;;;;;;;;;R$,m:15:1.2.3,m:25:4.5.6.8.2.3|"
6091,6091,CC1=C(C(=CC=C1)CO)C(CO)N |$;;;;;;;A;;;B8;;$|
6092,6092,CC1=C(C(=CC(=C1F)F)OC)C(=O)O |$;;;;;T;;;;;;;;$|
6093,6093,CN1C2C[C@@H](C1CC(=O)C2)O |$;;;J1;;;D;;;;$|
6094,6094,"C1C(CN1N)O.CC=S=O |$X;;;;;;;;;$,m:6:0.3.2.1|"
6095,6095,"CS(=O)(=O)N1CC2CCC(C1)(N2)C(=O)O.CC |$;;;;;;;;;;T6;;;;;;R$,m:15:7.6.11.9.8,Sg:n:7:m:ht,Sg:n:2:w:ht|"
6096,6096,"CCC(CC(=O)O)C12CCC(C1)C=C2.CC=NN(C)NC.CC |$;;;;;;;;;;;;;Y8;;;;;;;;;R35$,m:14:8.7.11.10.9,m:21:11.10.12.13.7|"
6097,6097,CCC(C)(CC)NCO |$;;W4;;;;;;J6$|
6098,6098,"C1=CC(=C(C(=C1)Cl)C(CO)(O)O)Cl.CC |$;;M;;;;;;;;W9;;V;;V$,m:13:0.5.4.3.2.1|"
6099,6099,CC1=NC=C(C(=C1O)CO)CBr |$;;;G8;;;;;;;;$|
6100,6100,"C[C@]1(C(OC(=O)N1C2CC2)(C)C)O.CNC(=S)N(C)NC |$;;;A9;;;;;;;;;;;;;;;;;$,m:13:8.7.9|"
6101,6101,C(=C/C(=O)O)\C(=O)O |$;;;;;;G;$|
6102,6102,"C1C[C@H]2CC[C@@H](C1)C(C2)C(=O)O.CN=NC(=NC)N(C)C.CC(=N)N(C)O |$;;;W;;;;U5;;;;;;;;;;;;;;;;;;;$,m:12:3.4.5.7.8.2,m:21:0.1.2.3.4.5.6|"
6103,6103,"C1C[C@](OC1)(C[C@@H](C(=O)O)N)C(=O)O |$;;;Y5;T2;;;;;;;;;$,Sg:n:12:X:ht|"
6104,6104,CC(=C)C(CO)N |$;;;K2;U;;$|
6105,6105,CC#C/C(=C/O)/CO |$;;;;V3;;;E$|
6106,6106,"C1CC(C(N(C1)C(=O)[O-])N)CO.CC=NOC(C)=O |$;;G;Y4;;;;;;A1;;;;;;;;;$,m:12:0.5.4.3.2.1|"
6107,6107,"C[C@H]1[C@@H](C(C[C@@H](O1)O)(C)C)O.CC |$;;;;;;;;;;;;U$,m:11:1.6.5.4.3.2|"
6108,6108,CC1=CC(=C(C(=C1C(C)(C)O)O)OC)F |$;;D;;;;;;;T8;;;;;$|
6109,6109,CCC(/C(=C\C)/C(=O)OC)O |$;;;;;A0;;;;;$|
6110,6110,"CCOC(=O)C[C@@H]1CCC[C@H]1O.CC |$;;;W;X;;;;;;;;;R$,m:12:6.7.8.9.10|"
6111,6111,"CC1=C(C(=C(C=C1)O)C)C.CC |$L3;;;;;;;;E3;;;K7$,m:10:1.6.5.4.3.2|"
6112,6112,C=CC1=C(NC(=S)S1)O |$;;M;;;;;;K1$|
6113,6113,CC1=CC(=C(C=C1Cl)OC)CO |$;;;;;;;Q0;;;;$|
6114,6114,CC(=C[C@@H](C(C)(C)C=C)O)C |$;;;;;;;;;;G$|
6115,6115,"CC[C@H]1[C@H](C[C@@H]2[C@H]1C2(C)C)O.CC.CB=O |$;;;;;;;;;;;;R13;;;$,m:11:2.3.4.5.6,m:13:7.6.5|"
6116,6116,"C1C(=O)NCC1(C2=CC=CC=C2)O |$Q;;;;;;;;;;M;;$,Sg:n:11:q:ht|"
6117,6117,"CC1([C@H]2C[C@@H]1C(C(C2)O)(C)O)C.CC |$;T;;;;B3;;;;;;;;R$,m:12:1.4.5.6.7.2,Sg:n:9:Q:ht|"
6118,6118,"C1(N=C(NO1)I)O.CSC(N)=O |$;;;;;;;;;;;$,m:7:0.1.2.3.4|"
6119,6119,"CCC1C(CCC2=C1OC=C2)O.CC(C)=NC(C)=NN(C)C |$;;;;Y8;;D1;;;;;A;;;;;;;;;;$,m:12:8.7.6.10.9,Sg:n:1:n:ht|"
6120,6120,"C1(=C(C(=O)C(=O)C1=O)O)C(F)(F)F.CC |$;;;;;;;;;;;;;;A8$,m:13:0.1.2.4.6|"
6121,6121,"C1CC=C(C=C1)C(=O)O.CC |$;M;;;W;;;;M2;;R$,m:9:0.5.4.3.2.1,Sg:n:8:X:ht|"
6122,6122,"C[C@@]1(C[C@@H]1C(=O)O)C2CCOC2.CC(C)=NC=O |$;;;;;;;;;;;;;;;;;$,m:12:8.7.11.10.9,Sg:n:1:M:ht|"
6123,6123,"C1C(=C(C(=O)N1)O)C(=O)N.CC |$Z2;D;;;;;;;;Y9;;L$,m:10:0.1.2.3.5,Sg:n:6:F:ht|"
6124,6124,"CC1CC1(C2=NC=CN=C2)O.CC |$Y1;;;;;;;Y5;;;;;R5$,m:11:5.6.7.8.9.4,Sg:n:4:t:ht|"
6125,6125,"C1=C(C(=C(NC1=O)C(=O)O)Cl)F.CNC(=S)N(C)C |$;;;;;;;;;;;;;;;;;;$,m:12:0.5.4.3.2.1|"
6126,6126,"C(N=[N+]=[N-])P(=O)(O)OCO |$;;;;;;K;;;$,Sg:n:5:D:ht|"
6127,6127,"C1CC2=CC=CC=C2[C@@H]([C@H]1O)Br.CN=NC(=O)N(C)C.CN(C)NN(C)C |$;;;;;;;;;;;;;;;;;;;;;;;;;;$,m:12:0.9.8.7.2.1,m:20:3.4.5.6.7.2|"
6128,6128,"CC12CC3CC1C(C3)(OC2=O)O.CN=C(C)C(C)N |$;;;;;;;;;D9;;;;;;;;;$,m:12:2.1.5.4.3|"
6129,6129,"COC1=C(C(=NC=C1)C(=O)O)N.CN=C(C)N(C)NC |$;M2;Z;;;;;;;;;V3;;;;;;;;$,m:12:2.7.6.5.4.3|"
6130,6130,CC(=O)CC1=C(C=CC=C1O)CO |$;;;;;;;;;;;D;$|
6131,6131,"C1CC([C@@H](OC1)CO)O |$;;;;;;;;$,Sg:n:5:M:ht|"
6132,6132,C(=O)(C(F)(F)F)O |$;;;;;D4;$|
6133,6133,"CN1C(=O)C2=CC=CC=C2[C@H](N1)C(=O)O.CC |$;;;;;;;;;;;;;;;;R$,m:15:1.11.10.9.4.2|"
6134,6134,"C[C@H](CCF)[C@H](C(=O)O)N |$;K;;;;;;;;$,Sg:n:2,3:C:ht|"
6135,6135,C(=O)(O)[O-] |$;Z;;W$|
6136,6136,CC(C)N(CC(=O)O)C(C)C |$;;;;;;;;L;;$|
6137,6137,"C1CSC2=C1NC(=O)C=C2O.CN=C(SC)N(C)N(C)C.CC |$;;;;U7;G9;;;;;;;;;;;;;;;;;R$,m:11:0.1.2.3.4,m:21:5.6.8.9.3.4|"
6138,6138,"CC(C[Si](C)(C)C)(C#N)O |$;;;;;;;;;$,Sg:n:9:r:ht|"
6139,6139,"C1=CC(=C(C(=C1)C(=O)O)N)C=O.CC |$;;;;;;;;;;;;;R$,m:12:0.5.4.3.2.1|"
6140,6140,"C1CCN2[C@@H](SCN2C1)O.CN=C(NC)N(C)N |$;;;;;;;T4;;;;;;;;;;$,m:10:0.8.7.3.2.1|"
6141,6141,"CN(C)C1(CCCC2=CC=CC=C21)O.CC.CC |$;;;;;;;;;J3;;;;;;M27;;W$,m:14:3.12.7.6.5.4,m:16:8.9.10.11.12.7|"
6142,6142,"CCC(C1=CC[C@H]2N1C(=O)C2)O.CN=C(NC)N(C)N=C(C)C |$;;;;;;;;;;;;;;;;;;;;;;$,m:12:3.4.5.6.7,Sg:n:11:a:ht|"
6143,6143,"CC1(CCCC(O1)CO)CC2CCC2 |$;;;L3;;;;;;;;;;$,Sg:n:10:p:ht|"
6144,6144,CC1=CC(CC(C1)(C)C)CO |$;;;K;;;;;;;$|
6145,6145,"CN1C(=CC(=CC1=O)O)N.CC |$;;;;;;;;;K9;;W$,m:10:1.6.5.4.3.2|"
6146,6146,"C1CC2CCN2S(=C1)OC(=O)O.CC |$;;;;;;;;;Z;;;;R$,m:12:0.7.6.5.2.1,Sg:n:8:z:ht|"
6147,6147,"C1C2=C(C(=C(C1(Br)Br)S2)O)O.CC |$;;;;;G;;;;;;;Z$,m:11:2.1.8.4.3|"
6148,6148,C1=CC(=C(C(=C1)C(=O)O)[O-])C=O |$;G4;;;;;;;;;;$|
6149,6149,"CC(C(=O)OC)NC(C)(C)CCO |$;;;;;;;;;;W0;;$,Sg:n:2:U:ht,Sg:n:10,11:Q:ht|"
6150,6150,CN(CC(F)(F)F)CO |$;;;;;M5;T;;$|
6151,6151,"CC1=NN(C=C1C(C)(CNC)O)C |$;;;;;;M;B4;;;;;$,Sg:n:4:E:ht|"
6152,6152,"C1[C@@H]2[C@H]3C=C[C@@H]([C@@H]2C(O1)O)O3.CN=C(C)N=[N+]=[N-] |$;;;Q1;;;;;;;;;;;;;;$,m:11:0.1.6.7.8|"
6153,6153,C[C@@H]1[C@@H](CCCO1)O |$;;;;;;;G4$|
6154,6154,"CC1CCCCC1(CC(=O)O)C(=O)O.CN(C)[N+](=O)[O-] |$;;;A9;J0;;;;X;Z1;;;Y;;;;;;;$,m:14:1.6.5.4.3.2|"
6155,6155,"C1COC2=C(C=C(C=C2O1)Cl)O.CS(C)(=O)=O |$;;;;V2;;;;M;;;;;;;;$,m:12:4.5.6.7.8.3|"
6156,6156,"CC(C)C[C@@H](C(=O)O)NP |$;;;G;;;;;;$,Sg:n:6:B:ht|"
6157,6157,C=C(CC(=O)C=O)C(=O)O |$;;;;K;;;;;$|
6158,6158,"C=C1C=C2CCC[N+]3=C2C(=C1O)CCC3.COS(=O)N(C)C.CC |$;;Q6;;;;;;;U6;;;;;;;;;;;;;;M9$,m:15:1.10.9.8.3.2,m:22:4.5.6.7.8.3,Sg:n:0:I:ht|"
6159,6159,CCC1=NC=CN1C(C)(COC)C(=O)O |$;;;;;;;;;T1;J;;;;$|
6160,6160,"CC(C1CC1)C(C2=COC=C2)O |$;;;;;;;E3;M8;;;D$,Sg:n:2:v:ht|"
6161,6161,"CC1(CC2CC(=O)CN1N2C(=O)O)C.CC |$;;;;;;;;;;;K;;;;R6$,m:14:4.5.7.8.9.3|"
6162,6162,CC(C1=NO[N+](=C1C(C)O)[O-])O |$;Z1;K3;;;;;;;;;$|
6163,6163,CCC(C(C(=O)C)C(=O)C)C(=O)O |$;A;;J3;;D4;;;;;;;$|
6164,6164,C1[C@@H]2C=C[C@@H](O2)C(C1=O)O |$;K;;;;;;;;$|
6165,6165,CN1C=C(C=CC1=O)C(=O)O |$;;;K;;;;;;;$|
6166,6166,"CC1(CCCC(C1)(C2CC2)O)C.CC.CC(C)(S)S |$K2;;;;;;;;A6;Y;;;;R12;;;;;$,m:12:1.6.5.4.3.2,m:14:8.7.9|"
6167,6167,CC(CC1=NC=CS1)(C=O)O |$K;Q;;;;;;;;;$|
6168,6168,"CCN1C(=C(C(=O)NC1=O)C)O.CC |$;Y;;;;;;;K;;;;;G$,m:12:2.8.7.5.4.3|"
6169,6169,CC1=CC=CC=C1C(C(=O)OC)O |$;;;;;;;;;;;E6;$|
6170,6170,C(C(CO)OS(=O)(=O)[O-])O |$;;;;;;;;U6;$|
6171,6171,"CN(C(C#N)C1=CSC=C1)C(=O)O.CC |$;;;;;;;;W5;;;;;;E0$,m:13:5.6.7.8.9|"
6172,6172,"C1CN(CCN1)CCO.CC=NC(C)=O |$;;;;D7;;;;E9;;;;;;$,m:9:0.5.4.3.2.1,Sg:n:6,7:O:ht|"
6173,6173,C1=C(C(=C(C(=C1F)F)Br)O)C=O |$;;;;Z;;;;;;;$|
6174,6174,CC1=C(C=NO1)C(C)C(=O)O |$;;Y7;;E3;;;;E;;$|
6175,6175,"CC1C(C(C(C(O1)CO)O)O)I.CC(C)(N)N |$;;;;;;;;;Q9;;;;;;;$,m:12:1.6.5.4.3.2|"
6176,6176,"C1C[C@H](NC1)C(=O)O.CNNOC |$;;;;;;;;;;;;$,m:8:0.1.2.3.4|"
6177,6177,CNN(C)C[C@@H](CO)O |$M3;;;;;;;;$|
6178,6178,C[Si](C)(C)C(CO)CO |$;;;V;;;;;$|
6179,6179,C(=N)(C(C(F)(F)F)(C(F)(F)F)O)N |$;;;;;;;G9;;;;;$|
6180,6180,CS(=O)(=O)C1=C(C(=CC(=C1)I)I)O |$;;;;;;;X;;;W;;$|
6181,6181,"C[C@@]12CCCC[C@@]1(C(CC2)O)O.CC |$;;K2;;;V5;;;;;;;;R59$,m:12:2.3.4.5.6.1|"
6182,6182,C1=C(C(=C(C(=C1F)Cl)Cl)Cl)O |$;A1;;;;;;;;;$|
6183,6183,"CC1=C(C(=CC=C1)O)C(=O)NO.CNSC |$;;;;;;;;;;;;;;;$,m:12:1.6.5.4.3.2|"
6184,6184,"CC(C)C1=CCC[C@@H]1O.CC |$;;;;;;;;;;R$,m:9:3.4.5.6.7,Sg:n:6:a:ht|"
6185,6185,"CC(C)C(=O)CC(=O)O |$;;;;X;;;;$,Sg:n:8:Q:ht|"
6186,6186,CC1CCCCC1C(C)C(=O)O |$Q;;;;;;;;;;;$|
6187,6187,C(=O)(C(=O)O)O |$;;;;Y;E2$|
6188,6188,"CCCC(CC)C(O)O |$;;A;;;;;L6;Z$,Sg:n:1:L:ht,Sg:n:1,2:e:ht|"
6189,6189,"CC1=CC(=CC(=C1)C(C)(C)O)C.CN=C(N=C(C)C)SC |$;;;;;;;;;;;W;;;;;;;;;$,m:12:1.6.5.4.3.2|"
6190,6190,"C=C(C1=CC=C(C=C1)[ClH+])O.CC=NC(N)=NC |$;;;;;;;;;;;;;;;;$,m:10:2.7.6.5.4.3|"
6191,6191,"C[C@@H](C1=C(C(=CC(=C1)F)F)O)N.CNS |$;;;;;;;;;;;;;;$,m:12:2.7.6.5.4.3|"
6192,6192,"CN1[C@H]2CC[C@@]1(C(=C(C2)[N+](=O)[O-])Cl)O |$;;;;A;;;;B;;M6;;;$,Sg:n:7:o:ht|"
6193,6193,"C1C(=O)NC2=C(O1)C=CC3=C2C(=NN3)C(=O)O.CN(C)O |$;;;;;;;;;;;;;J7;;L;;;;;$,m:17:11.10.9.13.12|"
6194,6194,CCC(C)(CNC(=O)[O-])O |$;;;;;;;;Q0;$|
6195,6195,C1C[C@H]2[C@@H]([C@H](C(=O)N2C1)O)O |$;;Z;;;;;;;;$|
6196,6196,"CSC1=C(C(=CC=C1)Cl)O.CC |$;;;;;Y4;W;;;;;R24$,m:10:2.7.6.5.4.3|"
6197,6197,"CCN1C=C(C(=C1)O)N |$;;;;;;;;$,Sg:n:8:D:ht|"
6198,6198,"CN(C)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O.CC |$Q;;;;;;;;;G;;;;;;R$,m:14:3.8.7.6.5.4|"
6199,6199,"CC1=COC=C1C2(CCC2(C)C)O.CC |$;;;;;;;;;W6;;;A5;;E64$,m:13:7.8.9.6|"
6200,6200,"C1CSP(=O)(SC1)C(C(Cl)(Cl)Cl)O.CC |$;;;;;;;Y;;;;;;;R35$,m:13:0.6.5.3.2.1|"
6201,6201,"CCC(CN)(C1=CC=CC=C1F)C(=O)O |$;;;;;;;;;;;;;;$,Sg:n:7:k:ht|"
6202,6202,"CC(=O)C1=CC(=C(C(=C1)Br)O)Br.CB(N(C)C)N(C)C |$;;M0;Y;;;;;;;;;;;;;;;;$,m:12:3.8.7.6.5.4|"
6203,6203,"CC(CC1COCO1)CO.CC(C)=NC=O |$;;;;;;T;;;;;;;;;$,m:10:3.4.5.6.7,Sg:n:0:f:ht|"
6204,6204,C[C@@H]1[C@H](C2=CC=CC=C2O1)O |$W;;;;;;E1;;;;$|
6205,6205,"C1C[C@@H]([C@@H](C[C@@H]1N)N)O.CC |$;;;;;;;;;;T06$,m:9:0.5.4.3.2.1,Sg:n:0:y:ht|"
6206,6206,CC1CCCC(C1)(C(=O)O)Br |$;;;;;;;;;;U6$|
6207,6207,CCC(C)C(CO)C(=O)OC |$;;;X;;;;M6;T4;;$|
6208,6208,"CC(=C)C1(CCC(CC1)(F)F)O.CS(C)(C)O |$;;T7;;V;;;;;;;;;;;;$,m:12:3.8.7.6.5.4|"
6209,6209,"CC[C@@](CC=C)(C1=CC=CC=C1)O.CC |$;;;;;;V8;;;;;;Z;;E3$,m:13:6.11.10.9.8.7|"
6210,6210,"CC1CCCCC1(C(C)C)C(=O)O.CC |$;;;;;;;;;;;;;;R4$,m:13:1.6.5.4.3.2,Sg:n:11:P:ht,Sg:n:2:Q:ht|"
6211,6211,"C1=CC(=CC(C1C(=O)O)(O)Cl)Cl.CC |$M;;;;;;;;;;;;;R7$,m:12:0.5.4.3.2.1|"
6212,6212,C1CS(=N)(=O)CCC1O |$;;;;;;W;;$|
6213,6213,"CC(C1CCCO1)O.CC |$;;;;;;;;;R$,m:8:2.3.4.5.6|"
6214,6214,"CC1=C(C=CS1)C2(CCNCC2)O.CC |$;;;;;;;;;;;;;;R$,m:13:7.8.9.10.11.6|"
6215,6215,"C=C[C@H]1CNCCC1CC(=O)O |$;Q4;;;;;;;;;;$,Sg:n:9:r:ht|"
6216,6216,"CC1(C2=CCCCC2CCC1(C)O)C.CC |$;A;;;;;;;;;A7;;;;;X5$,m:14:3.4.5.6.7.2,Sg:n:5:p:ht|"
6217,6217,C(CC(=O)O)CN |$;Z5;A;;;;$|
6218,6218,"CC1=C(C(=CC=C1)N(C)C(=O)O)CO.CC |$;;;;;Y2;;;;;;;;;;U00$,m:14:1.6.5.4.3.2|"
6219,6219,"C1CC2C3CC1C(C3)C2(CN)O.CC.CC=NC(=NC)OC.CON=C(C)C |$;;;;;;;;;;;;;A;;;;;;;;;;;;;;$,m:12:4.3.7.6.5,m:14:0.5.4.3.2.1,m:22:0.5.6.8.2.1|"
6220,6220,"COC1=C(C=C2C=CC=C(C2=C1)O)N.CSNC(N)=O.COP(C)(C)=O |$Q3;;;;;;;E3;;;;;;;;;;;;;;;;;;$,m:14:2.11.10.5.4.3,m:20:6.7.8.9.10.5|"
6221,6221,"C1CCC2(C1)CCCCC2(C3CC3)O.COC(=S)N(C)C |$;;;;T;;;;J6;;;;;;;;;;;;$,m:14:11.10.12,Sg:n:13:E:ht|"
6222,6222,"C[C@H]1C(NCCO1)C(=O)O.CC |$;;;;;B7;;;Q;Z;;R$,m:10:1.6.5.4.3.2,Sg:n:5:a:ht|"
6223,6223,"C/C(=C\CO)/CSC |$;;;;;G;;$,Sg:n:7:C:ht|"
6224,6224,"C1COC2=C(C1(CO)N)C=CC=C2Br.CC(C)=O.CC |$;;;;;;;;;;;;;;;;;;;T1$,m:14:0.5.4.3.2.1,m:18:9.10.11.12.3.4|"
6225,6225,"CC(C1=C(C=CC(=C1)Br)OC)(C(=O)O)O.CC |$;;K;;;;;;;;;;;;;;R$,m:15:2.7.6.5.4.3|"
6226,6226,"CC(C1CC=C(C=C1)Cl)O |$;;;;;;;;;Y4$,Sg:n:8:c:ht|"
6227,6227,"C([C@@H]1[C@H]([C@@H]([C@H]([13C@@H](O1)O)O)O)O)O.COC(O)O |$;;;;;;;;;;;;;;;;$,m:12:1.6.5.4.3.2|"
